,kaywords,weight
110,"dict_keys(['tea', 'tea program', 'enabl idea', 'round', 'entrepreneurship acceler', 'learn', 'week', 'acceler', 'ict', 'program'])","dict_values([0.364, 0.153, 0.153, 0.141, 0.14, 0.131, 0.13, 0.124, 0.123, 0.118])"
111,"dict_keys(['woman entrepreneur', 'phase program', 'woman', 'knowledg', 'mentorship', 'femal', 'mentor', 'expertis', 'entrepreneur', 'phase'])","dict_values([0.257, 0.234, 0.2, 0.196, 0.172, 0.171, 0.164, 0.159, 0.146, 0.145])"
112,"dict_keys(['weelo', 'weelo busi', 'retail', 'supplier', 'enjoy', 'week', 'busi', 'citi', 'order', 'process'])","dict_values([0.692, 0.346, 0.212, 0.126, 0.121, 0.092, 0.092, 0.091, 0.087, 0.084])"
113,"dict_keys(['cairo angel', 'angel', 'game', 'mobil game', 'cryptyd', 'invest', 'cairo', 'compani', 'game develop', 'seed invest'])","dict_values([0.411, 0.377, 0.271, 0.232, 0.232, 0.209, 0.2, 0.143, 0.139, 0.12])"
114,"dict_keys(['emmkan', 'emot', 'social emot', 'educ', 'adult', 'school', 'social', 'learn', 'degre', 'auc'])","dict_values([0.656, 0.266, 0.246, 0.21, 0.147, 0.146, 0.14, 0.132, 0.12, 0.091])"
115,"dict_keys(['program', 'misk', 'startup', 'misk acceler program', 'misk acceler', 'acceler program', 'mena', 'demo day', 'demo', 'acceler'])","dict_values([0.234, 0.218, 0.172, 0.161, 0.155, 0.143, 0.117, 0.107, 0.105, 0.103])"
116,"dict_keys(['colnn', 'school', 'nahdet misr', 'edventur', 'parent', 'nahdet', 'misr', 'educ', 'special educ cultur', 'special educ'])","dict_values([0.352, 0.277, 0.22, 0.202, 0.196, 0.19, 0.174, 0.15, 0.11, 0.11])"
117,"dict_keys(['oventur', 'social medium', 'medium', 'social', 'summit', 'within social', 'saad', 'digit content', 'content', 'friday'])","dict_values([0.28, 0.247, 0.208, 0.2, 0.188, 0.176, 0.176, 0.167, 0.161, 0.137])"
118,"dict_keys(['mint', 'mint incub', 'startup', 'angel', 'incub', 'cairo angel', 'partnership cairo angel', 'partnership cairo', 'invest', 'perspect'])","dict_values([0.437, 0.348, 0.226, 0.219, 0.189, 0.153, 0.116, 0.116, 0.113, 0.1])"
119,"dict_keys(['changelab', 'sherketak', 'fekretak sherketak', 'fekretak', 'program', 'startup', 'acceler', 'entrepreneur said', 'kick', 'impact'])","dict_values([0.364, 0.219, 0.219, 0.219, 0.165, 0.156, 0.155, 0.153, 0.119, 0.117])"
120,"dict_keys(['widebot', 'platform', 'chatbot', 'arab', 'tiec incub', 'public', 'invest', 'avail', 'accord', 'rais'])","dict_values([0.36, 0.212, 0.202, 0.176, 0.175, 0.142, 0.129, 0.127, 0.125, 0.119])"
121,"dict_keys(['elmenu', 'julian', 'foodora', 'deliveryhero', 'dame', 'onlin order', 'order market', 'onlin order market', 'order', 'onlin'])","dict_values([0.476, 0.267, 0.213, 0.213, 0.213, 0.184, 0.16, 0.16, 0.134, 0.124])"
122,"dict_keys(['angel', 'angel investor', 'earli stage investor', 'earli', 'investor', 'stage investor', 'angel oasi', 'earli stage', 'oasi', 'el gouna'])","dict_values([0.425, 0.218, 0.216, 0.215, 0.211, 0.208, 0.17, 0.167, 0.162, 0.151])"
123,"dict_keys(['swvl', 'swvl app', 'ford', 'mena byte', 'dubai base', 'byte', 'accord mena byte', 'accord mena', 'base', 'accord'])","dict_values([0.433, 0.175, 0.175, 0.167, 0.167, 0.167, 0.167, 0.167, 0.141, 0.136])"
124,"dict_keys(['refere', 'footbal', 'technolog allow', 'free kick', 'ept', 'line', 'player', 'technolog', 'kick', 'video'])","dict_values([0.357, 0.286, 0.214, 0.214, 0.214, 0.185, 0.172, 0.167, 0.156, 0.156])"
125,"dict_keys(['orca', 'tutor', 'taher', 'student', 'algebra', 'specialis tutor', 'connect', 'young peopl', 'platform connect', 'algebra ventur'])","dict_values([0.505, 0.344, 0.289, 0.26, 0.154, 0.154, 0.121, 0.11, 0.103, 0.103])"
126,"dict_keys(['modul', 'innovegypt', 'student', 'innovegypt program', 'innov', 'program', 'univers student', 'entrepreneurship', 'requir', 'special'])","dict_values([0.224, 0.208, 0.175, 0.156, 0.124, 0.122, 0.079, 0.079, 0.065, 0.062])"
127,"dict_keys(['wall lab', 'fall wall lab', 'fall wall', 'wall', 'fall', 'lab', 'berlin', 'applic', 'research', 'profession'])","dict_values([0.312, 0.312, 0.312, 0.291, 0.254, 0.204, 0.138, 0.11, 0.09, 0.09])"
128,"dict_keys(['xpay', 'abdelmottaleb', 'payment', 'fintech', 'invest', 'transact', 'platform', 'commun', 'secur', 'go'])","dict_values([0.386, 0.269, 0.201, 0.188, 0.151, 0.131, 0.119, 0.101, 0.097, 0.086])"
129,"dict_keys(['misk', 'demo day', 'demo', 'startup', 'first batch', 'misk innov', 'batch', 'acceler', 'riyadh', 'program'])","dict_values([0.313, 0.23, 0.224, 0.208, 0.181, 0.161, 0.149, 0.147, 0.143, 0.14])"
130,"dict_keys(['falak', 'track come partnership', 'track come', 'startup', 'acceler', 'cleantech', 'cycl startup', 'come partnership', 'cycl', 'track'])","dict_values([0.244, 0.189, 0.189, 0.181, 0.18, 0.163, 0.158, 0.153, 0.138, 0.137])"
131,"dict_keys(['research', 'mena', 'confer', 'innov', 'entri', 'must', 'profession', 'mena region', 'start sme', 'region innov'])","dict_values([0.266, 0.224, 0.202, 0.199, 0.185, 0.135, 0.133, 0.131, 0.121, 0.121])"
132,"dict_keys(['odiggo', 'omar', 'spare part', 'spare', 'menabyt', 'saudi', 'ahm', 'told menabyt use', 'told menabyt', 'ticket sale'])","dict_values([0.362, 0.282, 0.222, 0.222, 0.195, 0.147, 0.14, 0.121, 0.121, 0.121])"
133,"dict_keys(['incub', 'startup', 'techspac', 'must', 'legal', 'stage', 'product', 'softwar', 'cycl', 'appli'])","dict_values([0.323, 0.248, 0.206, 0.181, 0.142, 0.138, 0.122, 0.118, 0.112, 0.109])"
134,"dict_keys(['altibbi', 'consult', 'campaign', 'medic', 'jalil allabadi', 'jalil', 'allabadi', 'app', 'inquiri', 'free consult'])","dict_values([0.324, 0.309, 0.18, 0.171, 0.162, 0.162, 0.162, 0.155, 0.155, 0.155])"
135,"dict_keys(['ten finalist', 'netpreneur', 'african entrepreneur', 'prize', 'african', 'finalist', 'jack', 'competit africa', 'ten', 'prize money'])","dict_values([0.31, 0.31, 0.267, 0.25, 0.24, 0.196, 0.194, 0.194, 0.188, 0.172])"
136,"dict_keys(['seedstar', 'graham brown', 'graham', 'brown', 'fund', 'seedstar world', 'invest', 'fund invest', 'reveal', 'million'])","dict_values([0.573, 0.247, 0.247, 0.247, 0.2, 0.142, 0.139, 0.127, 0.112, 0.104])"
137,"dict_keys(['tour', 'univers', 'aal', 'tiec', 'know detail click', 'detail click', 'detail', 'student', 'univers student', 'cours'])","dict_values([0.314, 0.224, 0.186, 0.184, 0.164, 0.164, 0.159, 0.15, 0.135, 0.133])"
138,"dict_keys(['appli round', 'le', 'servic', 'consult', 'appli', 'provid winner', 'offer idea', 'mileston achiev', 'ict support', 'field ict'])","dict_values([0.242, 0.227, 0.179, 0.138, 0.129, 0.121, 0.121, 0.121, 0.121, 0.121])"
139,"dict_keys(['startegypt', 'program', 'support', 'incub program', 'health', 'readi busi', 'provid train mentorship', 'particip incub', 'mentorship', 'world bank group'])","dict_values([0.495, 0.153, 0.128, 0.116, 0.111, 0.099, 0.099, 0.099, 0.097, 0.094])"
140,"dict_keys(['drift', 'techn', 'governor', 'held', 'techn drift', 'startup', 'close', 'event', 'egypt', 'roam'])","dict_values([0.552, 0.218, 0.195, 0.188, 0.184, 0.123, 0.12, 0.113, 0.111, 0.097])"
141,"dict_keys(['world econom forum', 'world econom', 'econom forum', 'forum', 'econom', 'shape fourth industri', 'shape fourth', 'fourth industri revolut', 'fourth industri', 'industri revolut'])","dict_values([0.319, 0.319, 0.319, 0.296, 0.238, 0.174, 0.174, 0.166, 0.166, 0.16])"
142,"dict_keys(['april', 'th april', 'hackathon', 'th th april', 'techi', 'particip team', 'gender equal', 'team', 'digit solut', 'th'])","dict_values([0.248, 0.229, 0.203, 0.196, 0.196, 0.187, 0.187, 0.182, 0.175, 0.171])"
143,"dict_keys(['softwar hardwar', 'hack', 'hackathon', 'hardwar', 'realiti', 'april', 'softwar', 'track', 'join incub program', 'join incub'])","dict_values([0.212, 0.189, 0.164, 0.161, 0.156, 0.151, 0.131, 0.123, 0.119, 0.119])"
144,"dict_keys(['gbarena', 'himangel', 'startup world', 'world cup', 'tournament', 'game', 'invest', 'startup', 'cup', 'manag'])","dict_values([0.347, 0.336, 0.302, 0.189, 0.189, 0.176, 0.17, 0.169, 0.153, 0.109])"
145,"dict_keys(['careem', 'uber', 'region', 'sheikha', 'acquir careem', 'billion', 'pakistan', 'middl east region', 'east region', 'across middl east'])","dict_values([0.583, 0.437, 0.139, 0.127, 0.127, 0.121, 0.117, 0.117, 0.117, 0.102])"
146,"dict_keys(['social startup', 'boost', 'program work', 'social', 'growth stage', 'program', 'startup', 'work', 'sustain', 'enterpris'])","dict_values([0.295, 0.203, 0.196, 0.179, 0.156, 0.152, 0.151, 0.109, 0.108, 0.106])"
147,"dict_keys(['journal', 'data', 'arab', 'data journal', 'journalist', 'confer', 'arab data', 'session', 'data journalist', 'institut'])","dict_values([0.391, 0.377, 0.324, 0.313, 0.261, 0.244, 0.234, 0.149, 0.147, 0.13])"
148,"dict_keys(['ashoka', 'ashoka arab world', 'ashoka arab', 'social', 'arab world', 'social innov', 'world', 'forum', 'social entrepreneur', 'arab'])","dict_values([0.497, 0.265, 0.265, 0.255, 0.224, 0.205, 0.183, 0.169, 0.153, 0.152])"
149,"dict_keys(['entreprenel', 'woman', 'event', 'educ', 'hold', 'resourc', 'econom', 'industri allow', 'held', 'special program'])","dict_values([0.574, 0.237, 0.162, 0.142, 0.126, 0.114, 0.114, 0.104, 0.102, 0.099])"
150,"dict_keys(['social', 'forum', 'social entrepreneur', 'awsif', 'woman', 'minist', 'founder ceo', 'entrepreneur', 'founder', 'auc'])","dict_values([0.268, 0.266, 0.242, 0.196, 0.167, 0.135, 0.122, 0.122, 0.12, 0.115])"
151,"dict_keys(['dsquar', 'loyalti', 'invest', 'algebra', 'lucki', 'consum', 'solut provid', 'telecom', 'discount', 'algebra ventur'])","dict_values([0.665, 0.255, 0.224, 0.198, 0.127, 0.127, 0.123, 0.117, 0.11, 0.099])"
152,"dict_keys(['legal', 'confer', 'panel', 'sustain', 'web', 'environ', 'discus', 'new trend', 'year confer', 'th annual'])","dict_values([0.565, 0.271, 0.209, 0.202, 0.154, 0.154, 0.138, 0.122, 0.117, 0.117])"
153,"dict_keys(['program', 'three month program', 'german', 'month program', 'three month', 'ministri', 'cooper', 'three', 'must', 'appli'])","dict_values([0.258, 0.239, 0.192, 0.182, 0.172, 0.159, 0.154, 0.153, 0.133, 0.121])"
154,"dict_keys(['womena', 'womentum', 'program', 'appli', 'receiv guidanc', 'investor demo day', 'investor demo', 'furnwish', 'entrepreneur consult', 'one'])","dict_values([0.511, 0.223, 0.137, 0.113, 0.111, 0.111, 0.111, 0.111, 0.111, 0.108])"
155,"dict_keys(['trella', 'freight', 'shipper', 'carrier', 'algebra ventur', 'algebra', 'effici', 'improv', 'ventur particip global', 'utilis effici'])","dict_values([0.306, 0.166, 0.159, 0.153, 0.119, 0.119, 0.108, 0.088, 0.083, 0.083])"
156,"dict_keys(['goodsmart', 'invest', 'algebra ventur', 'algebra', 'client', 'ventur', 'seri', 'seri round', 'amr', 'round'])","dict_values([0.603, 0.157, 0.156, 0.156, 0.144, 0.127, 0.125, 0.118, 0.112, 0.101])"
157,"dict_keys(['entreprenel', 'nahdet masr', 'minist', 'event', 'masr', 'event includ', 'nahdet', 'year event focus', 'wali minist', 'tahrir'])","dict_values([0.294, 0.228, 0.22, 0.208, 0.204, 0.19, 0.185, 0.107, 0.107, 0.107])"
158,"dict_keys(['sanofi', 'vivatech', 'african startup', 'health', 'solut', 'digit transform', 'pitch', 'dedic', 'african', 'digit'])","dict_values([0.512, 0.205, 0.166, 0.162, 0.151, 0.132, 0.128, 0.122, 0.119, 0.119])"
159,"dict_keys(['medic', 'free medic', 'medic consult', 'telecom egypt', 'free medic consult', 'altibbi', 'health', 'consult', 'healthcar', 'initi'])","dict_values([0.253, 0.24, 0.22, 0.18, 0.18, 0.18, 0.169, 0.164, 0.163, 0.161])"
160,"dict_keys(['bahrain', 'unbound', 'festiv', 'femal', 'unbound zone', 'startup bahrain', 'founder challeng', 'femal founder challeng', 'startup', 'femal founder'])","dict_values([0.328, 0.265, 0.228, 0.182, 0.177, 0.177, 0.177, 0.177, 0.17, 0.158])"
161,"dict_keys(['univers', 'center', 'student', 'usaid', 'career', 'univers center', 'sadat', 'public univers', 'career develop', 'menia'])","dict_values([0.316, 0.302, 0.265, 0.218, 0.186, 0.183, 0.183, 0.183, 0.183, 0.164])"
162,"dict_keys(['nilepreneur', 'nilepreneur program', 'governor', 'ambassador', 'program', 'initi', 'young', 'appli', 'like', 'year initi'])","dict_values([0.475, 0.202, 0.192, 0.153, 0.147, 0.127, 0.105, 0.096, 0.095, 0.095])"
163,"dict_keys(['unicef', 'data scienc', 'use data scienc', 'appli innov fund', 'innov fund', 'compani appli', 'appli innov', 'fund', 'use data', 'scienc'])","dict_values([0.325, 0.229, 0.188, 0.188, 0.169, 0.169, 0.169, 0.164, 0.162, 0.156])"
164,"dict_keys(['hackathon', 'upper egypt', 'upper', 'problem upper egypt', 'problem upper', 'hackathon held', 'final hackathon', 'riseup', 'problem', 'assiut'])","dict_values([0.357, 0.198, 0.198, 0.184, 0.184, 0.184, 0.184, 0.156, 0.145, 0.13])"
165,"dict_keys(['modul', 'train materi', 'find train materi', 'find train', 'innov', 'student', 'materi', 'train', 'ideat', 'find'])","dict_values([0.274, 0.211, 0.211, 0.211, 0.163, 0.152, 0.149, 0.123, 0.115, 0.108])"
166,"dict_keys(['compani inspir', 'london', 'report', 'stock exchang group', 'stock exchang', 'london stock exchang', 'london stock', 'inspir africa report', 'inspir africa', 'exchang group'])","dict_values([0.278, 0.232, 0.227, 0.222, 0.222, 0.222, 0.222, 0.222, 0.222, 0.222])"
167,"dict_keys(['deal', 'magnitt', 'invest deal', 'report', 'invest', 'uae', 'egypt', 'repres', 'accord', 'ziad mokhtar said'])","dict_values([0.27, 0.216, 0.216, 0.211, 0.203, 0.148, 0.13, 0.129, 0.118, 0.113])"
168,"dict_keys(['appli round', 'egp', 'round', 'incub program', 'winner egp', 'round start incub', 'provid winner egp', 'program one year', 'incub program one', 'exist solut'])","dict_values([0.25, 0.197, 0.181, 0.153, 0.131, 0.131, 0.131, 0.131, 0.131, 0.131])"
169,"dict_keys(['tuk', 'halan', 'tuk tuk motorcycl', 'tuk tuk', 'tuk motorcycl', 'motorcycl', 'elv', 'startup', 'shezlong', 'million dollar'])","dict_values([0.362, 0.302, 0.181, 0.181, 0.181, 0.162, 0.162, 0.152, 0.147, 0.137])"
170,"dict_keys(['wamda', 'wamda program', 'dubai', 'program', 'work', 'support said', 'stage fund', 'platform announc launch', 'overcom obstacl', 'market second'])","dict_values([0.472, 0.219, 0.131, 0.127, 0.114, 0.103, 0.103, 0.103, 0.103, 0.103])"
171,"dict_keys(['mint', 'mint incub', 'incub', 'co work space', 'co work', 'work space', 'program', 'must', 'bank', 'workshop'])","dict_values([0.512, 0.272, 0.169, 0.147, 0.143, 0.134, 0.122, 0.11, 0.104, 0.1])"
172,"dict_keys(['figi', 'hackathon', 'merchant', 'financi inclus', 'figi hackathon', 'inclus', 'small merchant', 'api', 'financi', 'payment'])","dict_values([0.301, 0.259, 0.244, 0.232, 0.2, 0.192, 0.188, 0.179, 0.177, 0.168])"
173,"dict_keys(['wast', 'platform', 'itida', 'iot', 'tournament', 'technolog', 'solut', 'product', 'ship', 'industri'])","dict_values([0.188, 0.171, 0.161, 0.159, 0.145, 0.133, 0.133, 0.128, 0.125, 0.117])"
174,"dict_keys(['innovegypt program', 'innovegypt', 'modul', 'student', 'program', 'innov', 'univers student', 'entrepreneurship', 'one', 'requir'])","dict_values([0.204, 0.204, 0.176, 0.171, 0.137, 0.122, 0.077, 0.077, 0.072, 0.063])"
175,"dict_keys(['mint incub', 'mint', 'collect', 'startup', 'cycl', 'mayday', 'graduat last', 'eleven startup', 'diver industri', 'apoteka'])","dict_values([0.207, 0.195, 0.161, 0.144, 0.117, 0.113, 0.113, 0.113, 0.113, 0.113])"
176,"dict_keys(['gain', 'program', 'startup', 'startup receiv egp', 'enterpris oper', 'relev experi', 'knowledg need', 'investor acceler', 'intens incub program', 'intens incub'])","dict_values([0.201, 0.167, 0.139, 0.136, 0.136, 0.129, 0.129, 0.129, 0.129, 0.129])"
177,"dict_keys(['african', 'egyptian african', 'aal', 'join', 'initi', 'learn', 'must', 'technolog', 'regist', 'graduat'])","dict_values([0.292, 0.235, 0.224, 0.158, 0.158, 0.151, 0.131, 0.13, 0.125, 0.121])"
178,"dict_keys(['cycl', 'lab', 'acceler', 'fintech acceler', 'startup', 'ventur lab', 'incub', 'fintech', 'previous incub', 'cycl startup acceler'])","dict_values([0.302, 0.29, 0.236, 0.184, 0.178, 0.162, 0.149, 0.13, 0.116, 0.116])"
179,"dict_keys(['innov', 'idea gener', 'digit', 'methodolog', 'certif', 'program', 'finish', 'digit transform', 'build', 'compani'])","dict_values([0.227, 0.197, 0.17, 0.17, 0.161, 0.159, 0.158, 0.142, 0.136, 0.135])"
180,"dict_keys(['eight startup', 'eight', 'th cycl', 'flat lab', 'flat', 'disrupt', 'cycl', 'serafi flat lab', 'sana ly', 'sana'])","dict_values([0.247, 0.186, 0.181, 0.17, 0.166, 0.161, 0.128, 0.124, 0.124, 0.124])"
181,"dict_keys(['protocol', 'solidar', 'social solidar', 'extrem', 'stori', 'riseup', 'halan', 'minist', 'flat lab', 'flat'])","dict_values([0.183, 0.175, 0.175, 0.168, 0.168, 0.165, 0.163, 0.126, 0.126, 0.123])"
182,"dict_keys(['ibm', 'cloud', 'silicon valley', 'valley', 'dubai', 'spoke', 'ibm cloud', 'silicon', 'japan', 'talk'])","dict_values([0.294, 0.234, 0.177, 0.175, 0.17, 0.17, 0.17, 0.169, 0.164, 0.161])"
183,"dict_keys(['total particip', 'ecosystem', 'riseup', 'total', 'shape', 'review', 'egyptian startup', 'hold', 'particip', 'summit'])","dict_values([0.385, 0.272, 0.217, 0.211, 0.187, 0.182, 0.147, 0.146, 0.135, 0.129])"
184,"dict_keys(['halan', 'ride hail', 'hail', 'ride', 'close', 'real', 'expand', 'underserv', 'ride hail startup', 'receiv multi million'])","dict_values([0.541, 0.193, 0.193, 0.153, 0.126, 0.11, 0.102, 0.101, 0.101, 0.101])"
185,"dict_keys(['flat lab', 'flat', 'startup', 'flat lab cairo', 'lab cairo', 'cycl', 'lab', 'servic', 'egp', 'ten select startup'])","dict_values([0.231, 0.226, 0.201, 0.194, 0.189, 0.175, 0.168, 0.119, 0.112, 0.112])"
186,"dict_keys(['fintech', 'fintech cairo', 'fintech startup', 'fintech acceler', 'player', 'acceler', 'industri', 'earli stage', 'key', 'earli'])","dict_values([0.444, 0.227, 0.202, 0.18, 0.146, 0.138, 0.138, 0.134, 0.127, 0.123])"
187,"dict_keys(['swvl', 'firm', 'philippin', 'kandil', 'buse', 'bu', 'invest', 'transport', 'accord', 'biggest invest'])","dict_values([0.607, 0.186, 0.176, 0.169, 0.164, 0.155, 0.132, 0.11, 0.096, 0.092])"
188,"dict_keys(['mte', 'mena tech ecosystem', 'mena tech', 'tech ecosystem', 'meetup', 'page facebook', 'mena', 'page', 'ecosystem', 'facebook'])","dict_values([0.348, 0.348, 0.327, 0.312, 0.264, 0.261, 0.188, 0.147, 0.147, 0.139])"
189,"dict_keys(['health', 'africa', 'dr', 'challeng', 'innov', 'region', 'detail', 'offic', 'launch africa innov', 'innov solut address'])","dict_values([0.267, 0.227, 0.211, 0.209, 0.174, 0.173, 0.173, 0.161, 0.159, 0.159])"
190,"dict_keys(['algameya', 'share', 'share economi', 'economi', 'econom', 'speak', 'dr', 'money', 'concept', 'hold'])","dict_values([0.36, 0.328, 0.2, 0.191, 0.185, 0.172, 0.15, 0.14, 0.139, 0.136])"
191,"dict_keys(['weekend', 'particip abl', 'dubai', 'startup weekend', 'idea', 'abl', 'startup', 'basic entrepreneurship', 'look', 'suitabl'])","dict_values([0.589, 0.257, 0.245, 0.245, 0.135, 0.133, 0.131, 0.128, 0.124, 0.122])"
192,"dict_keys(['woman', 'success', 'woman age', 'foundat', 'improv', 'packag', 'age', 'event', 'focu', 'egyptian'])","dict_values([0.457, 0.265, 0.23, 0.212, 0.183, 0.153, 0.14, 0.134, 0.127, 0.12])"
193,"dict_keys(['stage receiv', 'startup', 'innoventur', 'stage', 'program', 'receiv', 'vc', 'benefit', 'cycl', 'program power'])","dict_values([0.231, 0.217, 0.2, 0.156, 0.15, 0.149, 0.137, 0.129, 0.126, 0.121])"
194,"dict_keys(['evalu', 'receiv', 'competit', 'global', 'busi', 'part', 'includ', 'entrepreneur', 'compet', 'photo'])","dict_values([0.264, 0.185, 0.184, 0.18, 0.159, 0.149, 0.146, 0.141, 0.13, 0.129])"
195,"dict_keys(['innov', 'idea gener', 'methodolog', 'digit transform', 'build', 'abil', 'program', 'transform', 'idea', 'receiv mani benefit'])","dict_values([0.229, 0.228, 0.197, 0.164, 0.157, 0.153, 0.147, 0.133, 0.126, 0.119])"
196,"dict_keys(['foldabl', 'phone', 'samsung', 'smartphon', 'guid', 'photo credit', 'photo', 'credit', 'huawei', 'develop confer'])","dict_values([0.461, 0.27, 0.256, 0.224, 0.208, 0.179, 0.164, 0.161, 0.137, 0.137])"
197,"dict_keys(['next societi', 'societi', 'booster track', 'next', 'intern market', 'booster', 'track', 'programm', 'start', 'europ'])","dict_values([0.366, 0.251, 0.19, 0.187, 0.183, 0.177, 0.154, 0.148, 0.143, 0.142])"
198,"dict_keys(['silicon valley', 'valley', 'silicon', 'program take', 'meet silicon valley', 'meet silicon', 'valley program', 'silicon valley program', 'program', 'egyptian entrepreneur'])","dict_values([0.313, 0.31, 0.299, 0.19, 0.19, 0.19, 0.181, 0.181, 0.176, 0.137])"
199,"dict_keys(['posrocket', 'point sale', 'merchant', 'sale', 'point', 'point sale platform', 'sale platform', 'platform', 'integr', 'develop portal'])","dict_values([0.464, 0.316, 0.286, 0.221, 0.219, 0.212, 0.199, 0.188, 0.163, 0.133])"
200,"dict_keys(['innov', 'exhibit', 'asrt', 'certif', 'scientif', 'technolog', 'th', 'th cairo intern', 'largest number', 'intern exhibit innov'])","dict_values([0.262, 0.236, 0.219, 0.186, 0.17, 0.132, 0.124, 0.119, 0.119, 0.119])"
201,"dict_keys(['plastic', 'pepsico', 'elimin', 'wast', 'case', 'idea', 'applic', 'registr', 'idea need', 'final'])","dict_values([0.494, 0.236, 0.236, 0.192, 0.181, 0.174, 0.167, 0.165, 0.124, 0.123])"
202,"dict_keys(['monet', 'talk', 'startup bootcamp', 'janzen', 'bootcamp', 'speaker', 'fintech', 'startup could', 'egypt soon', 'speaker event'])","dict_values([0.394, 0.316, 0.263, 0.263, 0.187, 0.151, 0.147, 0.131, 0.131, 0.125])"
203,"dict_keys(['pixel', 'googl', 'tablet', 'leak', 'headphon', 'smartphon', 'reveal', 'event', 'laptop', 'keyboard'])","dict_values([0.615, 0.355, 0.231, 0.231, 0.22, 0.18, 0.167, 0.135, 0.116, 0.116])"
204,"dict_keys(['blockchain', 'banqu misr', 'banqu', 'ibm', 'misr', 'codeaku', 'salem', 'bank', 'wuzzuf', 'meetup'])","dict_values([0.376, 0.34, 0.319, 0.263, 0.253, 0.24, 0.228, 0.211, 0.132, 0.129])"
205,"dict_keys(['gist', 'train', 'scienc', 'train program', 'scienc technolog', 'startup train', 'train provid', 'program', 'investor', 'state'])","dict_values([0.445, 0.296, 0.209, 0.195, 0.195, 0.178, 0.17, 0.165, 0.133, 0.117])"
206,"dict_keys(['talk', 'talk held', 'summit', 'techn summit', 'techn', 'sami', 'workshop talk', 'competit', 'held', 'saturday'])","dict_values([0.351, 0.311, 0.261, 0.231, 0.219, 0.194, 0.173, 0.158, 0.142, 0.138])"
207,"dict_keys(['ed tech', 'ed', 'eduv', 'sohag', 'assuit', 'techniqu', 'workshop', 'itida', 'tech', 'game'])","dict_values([0.31, 0.31, 0.298, 0.281, 0.179, 0.166, 0.165, 0.144, 0.135, 0.134])"
208,"dict_keys(['startup battlefield', 'battlefield', 'took', 'startup', 'beirut', 'brought', 'took place', 'first time', 'train', 'octob'])","dict_values([0.249, 0.249, 0.234, 0.223, 0.205, 0.187, 0.175, 0.164, 0.156, 0.145])"
209,"dict_keys(['digit inclus', 'inclus', 'woman', 'digit', 'talk', 'unesco', 'american univers cairo', 'univers cairo', 'american univers', 'educ'])","dict_values([0.457, 0.326, 0.318, 0.198, 0.192, 0.16, 0.117, 0.115, 0.115, 0.109])"
210,"dict_keys(['urban station', 'urban', 'station', 'kurdi', 'stori', 'tell', 'insid', 'commun', 'egyptinnov', 'news'])","dict_values([0.525, 0.424, 0.39, 0.143, 0.137, 0.124, 0.124, 0.12, 0.11, 0.103])"
211,"dict_keys(['good', 'ai', 'part', 'first part', 'ibm', 'machin', 'second part', 'learn', 'gave', 'meetup'])","dict_values([0.338, 0.282, 0.275, 0.256, 0.221, 0.18, 0.164, 0.153, 0.147, 0.144])"
212,"dict_keys(['angel', 'angel investor', 'deal', 'investor', 'invest acceler', 'auc angel', 'invest', 'negoti', 'auc', 'stage'])","dict_values([0.374, 0.238, 0.221, 0.208, 0.185, 0.177, 0.166, 0.165, 0.164, 0.159])"
213,"dict_keys(['job', 'degre', 'colleg', 'tradit', 'requir', 'relev experi', 'list compani', 'hilton', 'compil', 'servic compani'])","dict_values([0.425, 0.313, 0.226, 0.202, 0.153, 0.128, 0.128, 0.128, 0.128, 0.123])"
214,"dict_keys(['vflock', 'lean startup', 'lean', 'help startup', 'startup', 'train', 'investor', 'help', 'go', 'help startup entrepreneur'])","dict_values([0.402, 0.251, 0.223, 0.192, 0.161, 0.157, 0.141, 0.13, 0.129, 0.126])"
215,"dict_keys(['craft', 'craft pioneer', 'camp', 'pioneer', 'industri', 'busi incub', 'incub', 'alexandria', 'small', 'industri delta'])","dict_values([0.448, 0.319, 0.303, 0.258, 0.172, 0.152, 0.137, 0.125, 0.117, 0.106])"
216,"dict_keys(['wire microsystem', 'wire', 'recoveri', 'microsystem', 'system', 'xmachin', 'recoveri solut', 'error', 'file', 'softwar'])","dict_values([0.342, 0.342, 0.342, 0.342, 0.254, 0.239, 0.239, 0.228, 0.22, 0.131])"
217,"dict_keys(['techcrunch', 'techcrunch disrupt', 'cognitev', 'disrupt', 'algorithm', 'startup', 'articl', 'relev', 'show', 'use'])","dict_values([0.412, 0.382, 0.359, 0.235, 0.16, 0.138, 0.135, 0.115, 0.106, 0.098])"
218,"dict_keys(['lens', 'glass', 'ar', 'appl', 'augment realiti', 'augment', 'realiti', 'see', 'world use', 'snapchat'])","dict_values([0.38, 0.328, 0.301, 0.278, 0.201, 0.201, 0.156, 0.15, 0.114, 0.114])"
219,"dict_keys(['googl', 'languag', 'googl go', 'india', 'web', 'text', 'go', 'lengthi', 'internet user', 'browser'])","dict_values([0.331, 0.319, 0.286, 0.227, 0.226, 0.217, 0.183, 0.179, 0.165, 0.165])"
220,"dict_keys(['visual', 'data', 'arab', 'arab youth', 'youth', 'appli', 'develop portal', 'data journalist', 'statist', 'develop challeng'])","dict_values([0.565, 0.276, 0.263, 0.256, 0.157, 0.136, 0.134, 0.134, 0.123, 0.123])"
